business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,violation_id,violation_description,risk_category
"5951","ST. THOMAS MORE","50 THOMAS MORE Way","94132","37.712259","-122.47308","(37.712259, -122.47308)","14155330100","5951_20170901","9/1/17","100","","",""
"5893","CLEVELAND ELEMENTARY SCHOOL","455 ATHENS St","94112","37.720765","-122.429004","(37.720765, -122.429004)","14155464709","5893_20170915","9/15/17","100","","",""
"774","BAY VIEW BOAT CLUB","429 Terry Francois St","94107","37.772667","-122.387032","(37.772667, -122.387032)","14155567650","774_20180913","9/13/18","96","774_20180913_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"3228","THANH LONG RESTAURANT","4101 JUDAH St","94122","37.760383","-122.50609","(37.760383, -122.50609)","14155257984","3228_20180619","6/19/18","86","3228_20180619_103139","Improper food storage","Low Risk"
"5824","S.F. International High School","1050 YORK St","94110","37.755257","-122.408455","(37.755257, -122.408455)","14155695780","5824_20160919","9/19/16","100","","",""
"2497","PLUTO'S","3258 SCOTT St","94123","37.799796","-122.441041","(37.799796, -122.441041)","14155778867","2497_20170926","9/26/17","90","2497_20170926_103133","Foods not protected from contamination","Moderate Risk"
"7755","ARIZMENDI BAKERY","1331 09th Ave","94122","37.763448","-122.466344","(37.763448, -122.466344)","14155563117","7755_20180904","9/4/18","92","7755_20180904_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"69792","Samiramis Imports","2990 MISSION St","94110","37.74923","-122.418224","(37.74923, -122.418224)","14155826555","69792_20160412","4/12/16","88","69792_20160412_103177","Non service animal","Low Risk"
"66536","Cypress Grill","99 Harding Park Rd","94132","37.723698","-122.495289","(37.723698, -122.495289)","14155664690","66536_20160413","4/13/16","90","66536_20160413_103120","Moderate risk food holding temperature","Moderate Risk"
"5877","CLAIRE LILIENTHAL SCHOOL-MADISON CA","3950 SACRAMENTO St","94118","37.786808","-122.458014","(37.786808, -122.458014)","14155758603","5877_20160921","9/21/16","100","","",""
"33160","Mission Bay Cafe","550 Terry Francois St","94158","37.770518","-122.386525","(37.770518, -122.386525)","14155831002","33160_20161205","12/5/16","94","33160_20161205_103165","No plan review or Building Permit","Low Risk"
"5847","John Muir Elementary School","380 Webster St","94117","37.774046","-122.429076","(37.774046, -122.429076)","14155246335","5847_20160823","8/23/16","100","","",""
"66411","Del Popolo LLC","269 Chattanooga St","94114","37.752274","-122.426336","(37.752274, -122.426336)","14154276600","66411_20160607","6/7/16","100","","",""
"5999","The Salvation Army","1156 Valencia St","94110","37.754397","-122.420915","(37.754397, -122.420915)","14155640260","5999_20180724","7/24/18","90","5999_20180724_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"5830","Theodore Roosevelt Middle School","460 Arguello Blvd","94118","37.782383","-122.458926","(37.782383, -122.458926)","14155758446","5830_20180907","9/7/18","96","5830_20180907_103129","Insufficient hot water or running water","Moderate Risk"
"4794","VICTOR'S","210 TOWNSEND St","94107","37.778634","-122.393089","(37.778634, -122.393089)","14155607018","4794_20180205","2/5/18","80","4794_20180205_103114","High risk vermin infestation","High Risk"
"2638","SF BAGEL CO. (KATZ BAGELS)","3147 16th St","94103","37.764814","-122.423089","(37.764814, -122.423089)","14155559050","2638_20180830","8/30/18","86","2638_20180830_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"7488","EUROPA EXPRESS","746-750 LA PLAYA St","94121","37.774248","-122.510043","(37.774248, -122.510043)","14155644917","7488_20160712","7/12/16","79","7488_20160712_103103","High risk food holding temperature","High Risk"
"7095","ABE'S MARKET","378 FILLMORE St","94117","37.772822","-122.430498","(37.772822, -122.430498)","14155862576","7095_20160304","3/4/16","98","","",""
"5905","MARINA MIDDLE SCHOOL","3500 FILLMORE St","94123","37.801776","-122.43641","(37.801776, -122.43641)","14155743495","5905_20170908","9/8/17","92","5905_20170908_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"2357","CHINA EXPRESS","2798 MISSION St","94110","37.752408","-122.418535","(37.752408, -122.418535)","14155640881","2357_20160927","9/27/16","86","2357_20160927_103103","High risk food holding temperature","High Risk"
"3825","COVE CAFE","434 CASTRO St","94114","37.761918","-122.435135","(37.761918, -122.435135)","14155620462","3825_20180724","7/24/18","90","3825_20180724_103132","Improper thawing methods","Moderate Risk"
"10886","Taste of Formosa","2428 CLEMENT ST","94121","37.782018","-122.485421","(37.782018, -122.485421)","14155666368","10886_20180906","9/6/18","88","10886_20180906_103162","Other low risk violation","Low Risk"
"62277","Tacos San Buena","16th & Shotwell St","94102","37.779847","-122.418985","(37.779847, -122.418985)","14155556127","62277_20160429","4/29/16","90","62277_20160429_103143","Inadequate warewashing facilities or equipment","Low Risk"
"5907","LILIENTHAL ELEMENTARY SCHOOL","3630 DIVISADERO St","94118","37.803537","-122.443547","(37.803537, -122.443547)","14155743516","5907_20160304","3/4/16","98","5907_20160304_103157","Food safety certificate or food handler card not available","Low Risk"
"68716","The Sweet House","3512 BALBOA St","94121","37.775818","-122.496401","(37.775818, -122.496401)","14155871388","68716_20160819","8/19/16","100","","",""
"3649","SAFEWAY #1490","2300 16th St","94103","37.765708","-122.409002","(37.765708, -122.409002)","14155571120","3649_20171206","12/6/17","82","3649_20171206_103102","Unclean hands or improper use of gloves","High Risk"
"3920","BOSTON MARKET","2300 16th St","94103","37.765708","-122.409002","(37.765708, -122.409002)","14155867666","3920_20160516","5/16/16","88","3920_20160516_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"3839","EL TORO TAQUERIA","598 VALENCIA St","94110","37.763458","-122.421784","(37.763458, -122.421784)","14155433351","3839_20160815","8/15/16","87","3839_20160815_103133","Foods not protected from contamination","Moderate Risk"
"5118","KFC","1150 TARAVAL St","94116","37.742948","-122.478732","(37.742948, -122.478732)","14155733314","5118_20180516","5/16/18","96","5118_20180516_103142","Unclean nonfood contact surfaces","Low Risk"
"65086","Bun Mee","2015 FILLMORE St","94115","37.788193","-122.433714","(37.788193, -122.433714)","14155807696","65086_20180905","9/5/18","88","65086_20180905_103131","Moderate risk vermin infestation","Moderate Risk"
"2447","NEW CASTILLITO INC.","2092 MISSION St","94110","37.76356","-122.419582","(37.76356, -122.419582)","14155626971","2447_20180911","9/11/18","89","2447_20180911_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"70494","The Little Chihuahua Mexican Restaurant","581 VALENCIA St","94110","37.763664","-122.421736","(37.763664, -122.421736)","14155207111","70494_20160921","9/21/16","92","70494_20160921_103120","Moderate risk food holding temperature","Moderate Risk"
"5958","ST. THOMAS THE APOSTLE","3801 BALBOA St","94121","37.775573","-122.499709","(37.775573, -122.499709)","14155263257","5958_20160908","9/8/16","100","","",""
"64351","Fatted Calf SF","320 Fell St","94102","37.775918","-122.423134","(37.775918, -122.423134)","14155405614","64351_20170706","7/6/17","92","64351_20170706_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"26149","Mrs. Fields Cookies","865 Market St 9000","94103","37.784317","-122.407563","(37.784317, -122.407563)","14155971993","26149_20160701","7/1/16","80","26149_20160701_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"28044","Century Theatres","845 Market St Suite 500","94103","37.784848","-122.406892","(37.784848, -122.406892)","14155538422","28044_20160620","6/20/16","94","28044_20160620_103148","No thermometers or uncalibrated thermometers","Low Risk"
"5823","WEBSTER ELEMENTARY SCHOOL","465 MISSOURI St","94107","37.760474","-122.396296","(37.760474, -122.396296)","14155695787","5823_20170918","9/18/17","100","","",""
"37820","Natural Sensations","1650 HOLLOWAY St #134","94132","37.720894","-122.478029","(37.720894, -122.478029)","14155238257","37820_20170926","9/26/17","90","37820_20170926_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"3869","SAFEWAY #739","3350 MISSION St","94110","37.742998","-122.421638","(37.742998, -122.421638)","14155822866","3869_20160711","7/11/16","90","3869_20160711_103139","Improper food storage","Low Risk"
"300","SUBWAY","2001 VAN NESS Ave","94109","37.794134","-122.423234","(37.794134, -122.423234)","14155779929","300_20160413","4/13/16","68","300_20160413_103133","Foods not protected from contamination","Moderate Risk"
"1764","FLORIO","1915 FILLMORE St","94115","37.787553","-122.433574","(37.787553, -122.433574)","14155774300","1764_20160531","5/31/16","93","1764_20160531_103103","High risk food holding temperature","High Risk"
"4893","S & W MARKET","399 HAIGHT St","94102","37.772323","-122.428627","(37.772323, -122.428627)","14155862346","4893_20160518","5/18/16","90","4893_20160518_103120","Moderate risk food holding temperature","Moderate Risk"
"1249","KABABAYAN FAST FOOD","2706 MISSION St","94110","37.753691","-122.418657","(37.753691, -122.418657)","14155929635","1249_20160926","9/26/16","78","1249_20160926_103103","High risk food holding temperature","High Risk"
"63124","Marengo on Union","1980 Union St Upper Street Level","94123","37.797578","-122.431883","(37.797578, -122.431883)","14155442575","63124_20160929","9/29/16","94","63124_20160929_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"1734","SAI JAI THAI","771 O'FARRELL St","94109","37.785182","-122.417409","(37.785182, -122.417409)","14155675774","1734_20170616","6/16/17","81","1734_20170616_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"5011","STARBUCKS COFFEE CO","1231 MARKET St","94103","37.778357","-122.415182","(37.778357, -122.415182)","14155521438","5011_20160902","9/2/16","92","5011_20160902_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"71909","Shanghai Dumpling King 2","696 Monterey Blvd","94127","37.731568","-122.45097","(37.731568, -122.45097)","14155232380","71909_20160318","3/18/16","86","71909_20160318_103142","Unclean nonfood contact surfaces","Low Risk"
"5952","IMMACULATE CONCPTION ACADEMY","3625 24th St","94110","37.751923","-122.423558","(37.751923, -122.423558)","14155822052","5952_20160919","9/19/16","98","5952_20160919_103157","Food safety certificate or food handler card not available","Low Risk"
"71356","Padrecito","901 Cole St","94117","37.765644","-122.449974","(37.765644, -122.449974)","14155502083","71356_20170606","6/6/17","87","71356_20170606_103102","Unclean hands or improper use of gloves","High Risk"
"7517","Discount Grocers","1203 Polk St","94109","37.787924","-122.420164","(37.787924, -122.420164)","14155927385","7517_20180627","6/27/18","100","","",""
"5815","ALVARADO ELEMENTARY SCHOOL","625  DOUGLASS St","94114","37.753684","-122.438696","(37.753684, -122.438696)","14155695695","5815_20170928","9/28/17","96","5815_20170928_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"7527","DON CHUYS MEXI-MERCADO","544 EXCELSIOR Ave","94112","37.724122","-122.429309","(37.724122, -122.429309)","14155588092","7527_20160812","8/12/16","96","7527_20160812_103120","Moderate risk food holding temperature","Moderate Risk"
"5925","ARCHBISHOP RIORDAN HIGH SCHOOL CAFE","175 PHELAN","94112","37.727337","-122.45245","(37.727337, -122.45245)","14155588200","5925_20170920","9/20/17","94","5925_20170920_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"5852","CARVER ELEMENTARY SCHOOL","1360 OAKDALE Ave","94124","37.732408","-122.386391","(37.732408, -122.386391)","14155331540","5852_20170908","9/8/17","100","","",""
"2421","ST FRANCIS FOUNTAIN","2801 24th St","94110","37.752833","-122.408349","(37.752833, -122.408349)","14155824200","2421_20160822","8/22/16","90","2421_20160822_103120","Moderate risk food holding temperature","Moderate Risk"
"5821","MOSCONE ELEMENTARY SCHOOL","2576 HARRISON St","94110","37.756231","-122.412293","(37.756231, -122.412293)","14155695736","5821_20170926","9/26/17","100","","",""
"5866","KING ELEMENTARY SCHOOL","1215 CAROLINA St","94107","37.753196","-122.39939","(37.753196, -122.39939)","14155695797","5866_20160407","4/7/16","96","5866_20160407_103120","Moderate risk food holding temperature","Moderate Risk"
"5867","MALCOLM X ELEMENTARY SCHOOL","350 Harbor Rd","94124","37.733741","-122.380619","(37.733741, -122.380619)","14155695950","5867_20170928","9/28/17","96","5867_20170928_103120","Moderate risk food holding temperature","Moderate Risk"
"4481","Bi Rite Market","3639 18th St","94110","37.761483","-122.424688","(37.761483, -122.424688)","14155249760","4481_20180913","9/13/18","89","4481_20180913_103105","Improper cooling methods","High Risk"
"63618","Contraband Coffee LLC","1415 Larkin St","94109","37.790933","-122.41914","(37.790933, -122.41914)","14155221520","63618_20160928","9/28/16","96","63618_20160928_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"64379","Piccadilly Fish & Chips","1348 Polk St","94109","37.789299","-122.420352","(37.789299, -122.420352)","14155776477","64379_20170906","9/6/17","92","64379_20170906_103161","Low risk vermin infestation","Low Risk"
"773","MARIPOSA HUNTERS POINT YACHT CLUB","405 TERRY FRANCOIS Blvd","94107","37.77325","-122.387222","(37.77325, -122.387222)","14155789296","773_20180913","9/13/18","98","773_20180913_103161","Low risk vermin infestation","Low Risk"
"4643","CHEUNG HING CHINESE DELI & MEAT INC","323 Clement St","94118","37.782993","-122.462709","(37.782993, -122.462709)","14155754259","4643_20160512","5/12/16","67","4643_20160512_103139","Improper food storage","Low Risk"
"1339","HIGHER GROUNDS","691 CHENERY St","94131","37.734483","-122.43368","(37.734483, -122.43368)","14155582933","1339_20170822","8/22/17","80","1339_20170822_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"10030","Marshall Elementary School","1575 15th St","94103","37.766864","-122.419014","(37.766864, -122.419014)","14155246280","10030_20170928","9/28/17","93","10030_20170928_103103","High risk food holding temperature","High Risk"
"903","Sabra Restaurant","419 Grant Ave","94108","37.790874","-122.405634","(37.790874, -122.405634)","14155983656","903_20160630","6/30/16","90","903_20160630_103132","Improper thawing methods","Moderate Risk"
"5634","AT&T - COMMISARY KITCHEN [145184]","24 WILLIE MAYS PLAZA 1.24.06","94107","37.778382","-122.391151","(37.778382, -122.391151)","14155971500","5634_20170919","9/19/17","92","5634_20170919_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"5908","SHERMAN ELEMENTARY SCHOOL","1651 UNION St","94123","37.798243","-122.426167","(37.798243, -122.426167)","14155743530","5908_20170905","9/5/17","92","5908_20170905_103147","Inadequate ventilation or lighting","Low Risk"
"5854","Gateway High/Kip Schools","1430 Scott St","94115","37.783427","-122.437747","(37.783427, -122.437747)","14155743600","5854_20170419","4/19/17","89","5854_20170419_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"7361","PastaGina","741 Diamond St","94114","37.751403","-122.436286","(37.751403, -122.436286)","14155280738","7361_20160503","5/3/16","86","7361_20160503_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"5926","SAN FRANCISCO SCHOOL, THE","300 GAVEN St","94134","37.732518","-122.411648","(37.732518, -122.411648)","14155235065","5926_20170927","9/27/17","96","5926_20170927_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"59009","Woodhouse Fish Co.","1914 FILLMORE St","94116","37.787386","-122.433476","(37.787386, -122.433476)","14155432722","59009_20180927","9/27/18","90","59009_20180927_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"2352","SMILE'S  B.B.Q.","2619 MISSION St","94110","37.755013","-122.418665","(37.755013, -122.418665)","14155281596","2352_20180719","7/19/18","90","2352_20180719_103142","Unclean nonfood contact surfaces","Low Risk"
"557","KATIA'S","600 05th Ave","94118","37.77721","-122.462874","(37.77721, -122.462874)","14155669292","557_20160629","6/29/16","85","557_20160629_103136","Unsanitary employee garments hair or nails","Low Risk"
"5812","Zaida T. Rodriguez (ZTR) Annex Child Development Center","421  BARTLETT St","94110","37.750243","-122.419293","(37.750243, -122.419293)","14155695844","5812_20160927","9/27/16","98","5812_20160927_103157","Food safety certificate or food handler card not available","Low Risk"
"1778","Academy Bar & Kitchen","1800 Fillmore St","94115","37.786498","-122.430283","(37.786498, -122.430283)","14155771800","1778_20160906","9/6/16","94","1778_20160906_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"187","TAZA WRAPS & JUICE","750 FONT, BLDG B Blvd","94132","37.723054","-122.483612","(37.723054, -122.483612)","14155374525","187_20160511","5/11/16","89","187_20160511_103107","Improper reheating of food","High Risk"
"5794","LINCOLN HIGH SCHOOL","2162 24th Ave","94116","37.747228","-122.481299","(37.747228, -122.481299)","14155752700","5794_20160907","9/7/16","96","5794_20160907_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"2555","EXTREME PIZZA","1980 UNION St","94123","37.797578","-122.431883","(37.797578, -122.431883)","14155928234","2555_20160929","9/29/16","96","2555_20160929_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"62179","Pampanguena Cuisine","4441 Mission St","94112","37.727111","-122.432926","(37.727111, -122.432926)","14155588899","62179_20160629","6/29/16","92","62179_20160629_103133","Foods not protected from contamination","Moderate Risk"
"65724","Le Meridien SF Main Kitchen/Employee Cafeteria","333 Battery St Level A & B","94111","37.799005","-122.399862","(37.799005, -122.399862)","14155292904","65724_20161108","11/8/16","96","65724_20161108_103127","Noncompliance with HAACP plan or variance","Moderate Risk"
"5808","BALBOA HIGH SCHOOL","1000 CAYUGA Ave","94112","37.722067","-122.43983","(37.722067, -122.43983)","14155464090","5808_20160908","9/8/16","98","5808_20160908_103153","Inadequate dressing rooms or improper storage of personal items","Low Risk"
"4884","LUCCA RAVIOLI CO","1100 VALENCIA St","94110","37.755177","-122.420995","(37.755177, -122.420995)","14155645581","4884_20180808","8/8/18","87","4884_20180808_103109","Unclean or unsanitary food contact surfaces","High Risk"
"63493","The Golden West","8 Trinity Pl","94104","37.790053","-122.402586","(37.790053, -122.402586)","14155270896","63493_20171228","12/28/17","78","63493_20171228_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"38530","Portico IV","550 Market St","94104","37.789804","-122.40077","(37.789804, -122.40077)","14155399994","38530_20160512","5/12/16","85","38530_20160512_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"64524","Fresca Restaurant","737 IRVING St","94122","37.764033","-122.4659","(37.764033, -122.4659)","14155745727","64524_20160630","6/30/16","96","64524_20160630_103145","Improper storage of equipment utensils or linens","Low Risk"
"4480","STARBUCKS COFFEE #545","3995 24th St","94114","37.751413","-122.431629","(37.751413, -122.431629)","14155821118","4480_20180711","7/11/18","98","4480_20180711_103142","Unclean nonfood contact surfaces","Low Risk"
"37651","Jack In The Box #545","400 Geary St","94102","37.787168","-122.410124","(37.787168, -122.410124)","14155670868","37651_20170829","8/29/17","98","37651_20170829_103142","Unclean nonfood contact surfaces","Low Risk"
"71532","Xpresso Tea","6901 Geary Blvd","94121","37.779663","-122.493618","(37.779663, -122.493618)","14155277367","71532_20160330","3/30/16","96","71532_20160330_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"5607","SFSU STATION CAFE","1600 Holloway Ave","94132","37.720851","-122.477084","(37.720851, -122.477084)","14155374525","5607_20171128","11/28/17","87","5607_20171128_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"65725","Le Meridien SF Park Grill Restaurant & Bar","333 Battery St Level 2 & 3","94111","37.799005","-122.399862","(37.799005, -122.399862)","14155292904","65725_20161108","11/8/16","92","65725_20161108_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"1381","PEBBLE'S CAFE","2852 Diamond St","94131","37.73382","-122.434093","(37.73382, -122.434093)","14155332270","1381_20170822","8/22/17","92","1381_20170822_103120","Moderate risk food holding temperature","Moderate Risk"
"2384","TWO JACKS SEAFOOD","401 HAIGHT St","94117","37.772274","-122.428997","(37.772274, -122.428997)","14155436290","2384_20160323","3/23/16","91","2384_20160323_103103","High risk food holding temperature","High Risk"
"6000","Mission Neighborhood Centers","362 Capp St","94110","37.761007","-122.418215","(37.761007, -122.418215)","14155207747","6000_20170731","7/31/17","94","6000_20170731_103143","Inadequate warewashing facilities or equipment","Low Risk"
"5850","Zaida T. Rodriguez (ZTR) Child Development Center","2950  Mission St","94110","37.749837","-122.418255","(37.749837, -122.418255)","14155695844","5850_20170912","9/12/17","100","","",""
"7207","GOLDEN PRODUCE","172 CHURCH St","94114","37.768187","-122.429024","(37.768187, -122.429024)","14155431536","7207_20180605","6/5/18","82","7207_20180605_103123","Food in poor condition","Moderate Risk"
"323","WAYO","1407 VAN NESS Ave","94109","37.788609","-122.42213","(37.788609, -122.42213)","14155478369","323_20180802","8/2/18","98","323_20180802_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"61816","Bullitt","2209 Polk St","94109","37.797114","-122.422034","(37.797114, -122.422034)","14155995053","61816_20160728","7/28/16","82","61816_20160728_103133","Foods not protected from contamination","Moderate Risk"
"68257","AFC SUSHI at Mollie Stone's #10","635 Portola Dr","94127","37.744876","-122.452425","(37.744876, -122.452425)","14155661600","68257_20170914","9/14/17","94","68257_20170914_103120","Moderate risk food holding temperature","Moderate Risk"
"3621","JIM'S RESTAURANT","2420 MISSION St","94110","37.758271","-122.419081","(37.758271, -122.419081)","14155286020","3621_20160908","9/8/16","92","3621_20160908_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"544","THAI TIME RESTAURANT","315 08th Ave","94118","37.782534","-122.466615","(37.782534, -122.466615)","14155387992","544_20180925","9/25/18","72","544_20180925_103120","Moderate risk food holding temperature","Moderate Risk"
"5868","LONGFELLOW ELEMENTARY SCHOOL","755 MORSE St","94112","37.710459","-122.447713","(37.710459, -122.447713)","14155464730","5868_20160908","9/8/16","90","5868_20160908_103129","Insufficient hot water or running water","Moderate Risk"
"5955","SF CHRISTIAN DAY SCHOOL","25 WHITTIER St","94112","37.709896","-122.448082","(37.709896, -122.448082)","14155581117","5955_20160908","9/8/16","93","5955_20160908_103102","Unclean hands or improper use of gloves","High Risk"
"1931","YUMMY YUMMY VIETNAMESE RESTAURANT","1015 IRVING St","94122","37.763913","-122.468809","(37.763913, -122.468809)","14155564722","1931_20180108","1/8/18","92","1931_20180108_103120","Moderate risk food holding temperature","Moderate Risk"
"2317","BURGER JOINT","807 VALENCIA St","94110","37.759933","-122.421356","(37.759933, -122.421356)","14155823494","2317_20170905","9/5/17","92","2317_20170905_103156","Permit license or inspection report not posted","Low Risk"
"5919","SAN FRANCISCO DAY SCHOOL","350 MASONIC St","94118","37.777988","-122.446877","(37.777988, -122.446877)","14155932422","5919_20180914","9/14/18","98","5919_20180914_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"63047","Roam Artisan Burgers","1785 UNION St","94123","37.797954","-122.428477","(37.797954, -122.428477)","14155414247","63047_20160906","9/6/16","91","63047_20160906_103105","Improper cooling methods","High Risk"
"7636","LEE'S FOOD MARKET","1397 Revere Ave","94124","37.729455","-122.386364","(37.729455, -122.386364)","14155822818","7636_20151027","10/27/15","81","7636_20151027_103139","Improper food storage","Low Risk"
"1042","LOVE 'N HAIGHT COFFEE & DELI","553 HAIGHT St","94117","37.771964","-122.431336","(37.771964, -122.431336)","14155258190","1042_20160803","8/3/16","92","1042_20160803_103120","Moderate risk food holding temperature","Moderate Risk"
"6007","BAYVIEE HUNTER Pt. ADULT DAY HE","1250 LA SALLE","94124","37.73241","-122.383559","(37.73241, -122.383559)","14155824774","6007_20180718","7/18/18","94","6007_20180718_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"18462","Jack's Market","471 03rd St","94107","37.781607","-122.396125","(37.781607, -122.396125)","14150297778","18462_20180515","5/15/18","96","18462_20180515_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"2759","CASA MEXICANA","180 CHURCH","94114","37.768127","-122.429024","(37.768127, -122.429024)","14155802771","2759_20180516","5/16/18","84","2759_20180516_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"36160","Zabb","4440 Mission St","94112","37.726489","-122.433485","(37.726489, -122.433485)","14155582455","36160_20160616","6/16/16","92","36160_20160616_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"1950","BULLSHEAD RESTAURANT","840 ULLOA St","94127","37.740785","-122.465507","(37.740785, -122.465507)","14155664350","1950_20180924","9/24/18","92","1950_20180924_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"69217","Orexi Inc.","243 WEST PORTAL Ave","94127","37.738434","-122.468438","(37.738434, -122.468438)","14155863810","69217_20180830","8/30/18","92","69217_20180830_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"4881","STOP N SHOP","3000 Mission St","94110","37.748924","-122.418144","(37.748924, -122.418144)","14155550905","4881_20161021","10/21/16","90","4881_20161021_103141","Improper food labeling or menu misrepresentation","Low Risk"
"1626","LUPA TRATTORIA","4109 24th St","94114","37.751243","-122.434529","(37.751243, -122.434529)","14155644664","1626_20161003","10/3/16","92","1626_20161003_103142","Unclean nonfood contact surfaces","Low Risk"
"2315","TAQUERIA CAN-CUN","2288 MISSION St","94110","37.760487","-122.419285","(37.760487, -122.419285)","14155259560","2315_20180917","9/17/18","81","2315_20180917_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"70452","Kennedy Market & Deli","4600 03rd St","94124","37.736301","-122.390293","(37.736301, -122.390293)","14155285560","70452_20180913","9/13/18","90","70452_20180913_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"5819","MIRALOMA ELEMENTARY SCHOOL","175 OMAR Way","94127","37.739266","-122.450227","(37.739266, -122.450227)","14155464734","5819_20170324","3/24/17","100","","",""
"5010","LATTE EXPRESS","48 05th St","94103","37.783225","-122.407252","(37.783225, -122.407252)","14155287328","5010_20170823","8/23/17","94","5010_20170823_103120","Moderate risk food holding temperature","Moderate Risk"
"5851","ROOFTOP SCHOOL","443 Burnett Ave","94131","37.754685","-122.443967","(37.754685, -122.443967)","14155695692","5851_20180424","4/24/18","100","","",""
"1619","BENDERS BAR & GRILL","800-806 SOUTH VAN NESS Ave","94110","37.76031","-122.417123","(37.76031, -122.417123)","14155558050","1619_20170825","8/25/17","92","1619_20170825_103116","Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk"
"19041","Nama Sushi","227 King St","94107","37.777398","-122.392391","(37.777398, -122.392391)","14155492007","19041_20161110","11/10/16","85","19041_20161110_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"184","RADIO HABANA","1109 VALENCIA St","94110","37.755124","-122.420916","(37.755124, -122.420916)","14155827659","184_20180213","2/13/18","90","184_20180213_103131","Moderate risk vermin infestation","Moderate Risk"
"26341","Natural Market, Inc.","2201 PINE St","94115","37.788113","-122.432147","(37.788113, -122.432147)","14155921320","26341_20180723","7/23/18","96","26341_20180723_103116","Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk"
"5849","NEW TRADITIONS ALTERNATIVE SCHOOL","2049 GROVE St","94117","37.774333","-122.450327","(37.774333, -122.450327)","14155758490","5849_20180913","9/13/18","100","","",""
"5835","Rosa Parks Elementary School","1501 O'Farrell St","94115","37.783604","-122.430141","(37.783604, -122.430141)","14155745519","5835_20160907","9/7/16","98","5835_20160907_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"19373","Las Isletas","4508 03rd St","94124","37.737021","-122.390043","(37.737021, -122.390043)","14155577698","19373_20170426","4/26/17","72","19373_20170426_103156","Permit license or inspection report not posted","Low Risk"
"4434","NOE VALLEY BAKERY & BREAD CO.","4073 24th St","94114","37.751314","-122.433409","(37.751314, -122.433409)","14155551405","4434_20160608","6/8/16","96","4434_20160608_103161","Low risk vermin infestation","Low Risk"
"6001","PRESIDIO GATE APARTMENTS","2770 LOMBARD St","94123","37.798558","-122.446784","(37.798558, -122.446784)","14155561050","6001_20160429","4/29/16","96","6001_20160429_103148","No thermometers or uncalibrated thermometers","Low Risk"
"5838","HARVEY MILK ELEMENTARY SCHOOL","4235 19th St","94114","37.759173","-122.436488","(37.759173, -122.436488)","14155246276","5838_20170929","9/29/17","98","5838_20170929_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
